#,Name,Formation,Unbalanced,FIB,FrntGen,Front Family,Front,Front Adjustment,Stunt 1,Stunt 2,Blitz Family,Blitz,COV FAM,Coverage,Open/Closed,MAN/ZONE,Cov Type,Coverage Adjustment,Drive #,Drive Play #,pff_DRIVEENDEVENT,Quarter,Down,Distance,pff_GAINLOSS,pff_HASH,2M/4M,R/P,pff_PASSRESULT,Personnel,Form Adj Bunch,Form Adj Stack,Form Adj Reduce,Form Adj Slot,Motion 1,Motion 2,Shift O,Protection,Play,Tempo,Code Word,Cadence,DP,DPG,TD Comments 1,TD Comments 2,P Coverage,Pressure Y/N,# Rushers,Pressure Comments,GA Comments 1,GA Comments 2,GA Comments 3,GA Comments 4,Formation Family,Backfield Set,Y Open/Close,Run Family,Run Concept,PROTSTYLE,Play Family,Pass Concept,Pass Concept 1,Final Form,pff_DEFPACKAGE,pff_DEFPERSONNEL,pff_FUMBLE,pff_INTERCEPTION,pff_PENALTY,pff_SNAPTIME,pff_TRICKPLAY,Explosive,Pass Result,Target #,Form Adj Y,Empty,pff_CLOCK,Yards To GL,Field Position,Signal 1,Signal 2,Signal 3,After Big Play,2 Minute,4 Minute,pff_OFFPERSONNEL,pff_OFFPERSONNELGROUP,pff_YARDSTOGOALLINE
188,"2503 Oklahoma State D vs Tulsa, Play 059",TOP FIB,,1,,EVEN,41 UG,"W-APEX, N-BND",,,,,4,4 SPEC,O,ZONE,,N-BND,7,2,FUMBLE,3,2,7,4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,07:45,,'-35,,,,,,,3-0-1-1,11,65
189,"2503 Oklahoma State D vs Tulsa, Play 060",BIN TRIO,,0,,EVEN,42 OG,W-MUG,,,FIRE,W-B,1,BL 1,C,MAN,,,7,3,FUMBLE,3,3,3,3,R,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,07:28,,'-39,,,,,,,2-0-1-2,12,61
190,"2503 Oklahoma State D vs Tulsa, Play 061",TRIO FIB,,1,,EVEN,42 OG,N-BND,,,FIRE,N-FIRE BND,1,BL 1,C,MAN,,N-BND,7,4,FUMBLE,3,1,10,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,OKTU 21,,,,0,,,,,,06:50,,'-42,,,,,,,3-0-1-1,11,58
191,"2503 Oklahoma State D vs Tulsa, Play 062",TRIO,,0,,EVEN,42 OG,,,,FIRE,W-B,1,BL 1,C,MAN,,,8,1,PUNT,3,1,10,'-1,C,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,04:09,,'-6,,,,,,,3-0-1-1,11,94
192,"2503 Oklahoma State D vs Tulsa, Play 063",TACKLE OVER,,1,,EVEN NC,NC 42 UG,N-BND,,,,,4,4 BKT,O,ZONE,,,8,2,PUNT,3,2,11,7,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,1,,,,,,03:36,,'-5,,,,,,,3-0-1-1,11,95
193,"2503 Oklahoma State D vs Tulsa, Play 064",DICE,,0,,EVEN,42 UG,,,,FIRE,M+B,1,BL 1,C,MAN,,,8,3,PUNT,3,3,4,3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,03:03,,'-12,,,,,,,3-0-1-1,11,88
194,"2503 Oklahoma State D vs Tulsa, Play 065",TOP,,0,,EVEN,41 UG,M-APEX,,,FIRE,CAT,1,BL 1,C,MAN,,,9,1,PUNT,4,1,10,39,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,14:10,,'-18,,,,,,,3-0-1-1,11,82
195,"2503 Oklahoma State D vs Tulsa, Play 066",TACKLE OVER,,1,,EVEN NC,NC 42 HEADS,,,,FIRE,M+C,1,BL 1,C,MAN,,,9,2,PUNT,4,1,10,'-1,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,1,,COMPLETE,,,,13:27,,'+43,,,,,,,3-0-1-1,11,43
196,"2503 Oklahoma State D vs Tulsa, Play 067",MT FIB,,1,,EVEN,41 UG,W-APEX,J-PIRATE,,,,3,3 BND,C,ZONE,,,9,3,PUNT,4,2,11,8,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,12:52,,'+44,,,,,,,3-0-1-1,11,44
197,"2503 Oklahoma State D vs Tulsa, Play 068",OFF FIST,,0,,EVEN,41 HEADS,"MUW, J/E-4i",,,FIRE,"M-FIRE, W-A",1,BL 1,C,MAN,,,9,4,PUNT,4,3,3,'-2,C,,,,,,,,,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,12:16,,'+36,,,,,,,3-0-1-1,11,36
198,"2503 Oklahoma State D vs Tulsa, Play 069",FIN,,0,,EVEN,42 UG,,,,,,4,4 BKT,O,ZONE,,,10,1,PUNT,4,1,10,6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,07:49,,'-5,,,,,,,2-0-2-1,21,95
199,"2503 Oklahoma State D vs Tulsa, Play 070",FIST,,0,,EVEN NC,42 HEADS,WUW,,,FIRE,W-FIRE,1,BL 1,C,MAN,,,10,2,PUNT,4,2,4,0,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,1,,INCOMPLETE,,,,07:09,,'-11,,,,,,,3-0-1-1,11,89
200,"2503 Oklahoma State D vs Tulsa, Play 071",XTRA TRIPS,,0,,EVEN,42 UG,LB BOSS,,,,,1,1 FUN,C,MAN,,,10,3,PUNT,4,3,4,0,C,,,,,,,,,BURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,07:04,,'-11,,,,,,,2-0-1-2,12,89
201,"2503 Oklahoma State D vs Tulsa, Play 072",TOP,,0,,EVEN,42 UN,,,,FIRE,M+A,1,BL 1,C,MAN,,,11,1,PUNT,4,1,10,11,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,05:44,,'-17,,,,,,,3-0-1-1,11,83
202,"2503 Oklahoma State D vs Tulsa, Play 073",TOP FIB,,1,,ODD,51 WU,N-BND,,,FIRE,W-FIRE,1,BL 1,C,MAN,,N-BND,11,2,PUNT,4,1,10,3,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,05:04,,'-28,,,,,,,3-0-1-1,11,72
203,"2503 Oklahoma State D vs Tulsa, Play 074",FIST,,0,,ODD,51 WU,,E/N,,,,1,1 FUN,C,MAN,,,11,3,PUNT,4,2,7,15,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,RUN,,,,04:22,,'-31,,,,,,,3-0-1-1,11,69
204,"2503 Oklahoma State D vs Tulsa, Play 075",TOP,,0,,EVEN,42 OG,,,,HOT,"F$-FIRE, W-FIRE",0,BL 0,O,MAN,,,11,4,PUNT,4,1,10,2,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,03:36,,'-46,,,,,,,3-0-1-1,11,54
205,"2503 Oklahoma State D vs Tulsa, Play 076",XTRA SPLIT,,0,,ODD,51 WU,,T/N,,FIRE,W-FIRE,1,BL 1,C,MAN,,,11,5,PUNT,4,2,8,6,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,03:30,,'-48,,,,,,,3-0-2-0,20,52
206,"2503 Oklahoma State D vs Tulsa, Play 077",FIST,,0,,EVEN,41 HEADS,"F$/W-UW, J/E-4i",,,,,0,BL 0,O,MAN,,,11,6,PUNT,4,3,2,'-1,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,03:24,,'+46,,,,,,,3-0-1-1,11,46
207,"2503 Oklahoma State D vs Tulsa, Play 078",TRIO FIB,,1,,EVEN,42 UG,,,,HOT,HOUSE,0,BL 0,O,MAN,,,12,1,MISSED FG,4,1,10,4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,02:16,,'+39,,,,,,,3-0-1-1,11,39
208,"2503 Oklahoma State D vs Tulsa, Play 079",OFF FIST,,0,,EVEN,42 OV SOLID,,,,HOT,HOUSE,0,BL 0,O,MAN,,,12,2,MISSED FG,4,2,6,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE,4-3-4,,,,,0,,,,,,02:00,,'+35,,,,,,,3-0-1-1,11,35
209,"2503 Oklahoma State D vs Tulsa, Play 080",OFF FIST,,0,,EVEN,42 OV SOLID,,,,,,0,0 FUN,O,MAN,,,12,3,MISSED FG,4,3,6,3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE,4-3-4,,,,,0,,,,,,01:17,,'+35,,,,,,,3-0-1-1,11,35
210,"2504 Oklahoma State D vs Baylor , Play 001",BIN TRIO,,1,,ODD,32 WK,LB BOSS,,,,,4,4,O,ZONE,,,1,1,TOUCHDOWN,1,1,10,27,R,,,,,,,,,MISSILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,13:33,,'-22,,,,,,,3-0-1-1,11,78
211,"2504 Oklahoma State D vs Baylor , Play 002",TRIPS,,1,,ODD,32 WK,LB BOSS,,,,,3,3 BND,C,ZONE,,,1,2,TOUCHDOWN,1,1,10,17,R,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,13:05,,'-49,,,,,,,3-0-1-1,11,51
212,"2504 Oklahoma State D vs Baylor , Play 003",DUO,,0,,ODD,32 WK,,,,,,3,3 BND,C,ZONE,,,1,3,TOUCHDOWN,1,1,10,34,R,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,12:35,,'+34,,,,,,,3-0-1-1,11,34
213,"2504 Oklahoma State D vs Baylor , Play 004",FIST,,0,,ODD,32 WK,M-MUG,T/N,,FIRE,M+B,1,BL 1,C,MAN,,,2,1,PUNT,1,1,10,'-1,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,06:49,,'-24,,,,,,,3-0-1-1,11,76
214,"2504 Oklahoma State D vs Baylor , Play 005",DICE,,0,,EVEN,42 OG,LB BOW,T/N,E/J,,,4,4 SW,O,ZONE,,,2,2,PUNT,1,2,11,0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,06:19,,'-23,,,,,,,3-0-1-1,11,77
215,"2504 Oklahoma State D vs Baylor , Play 006",BIN TRIO,,0,,EVEN,42 WDE,,E/N,,,,4,4 SOLO,O,ZONE,,,2,3,PUNT,1,3,11,0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,RUN,,,,06:13,,'-23,,,,,,,3-0-1-1,11,77
216,"2504 Oklahoma State D vs Baylor , Play 007",STACK TRIO FIB,,1,,EVEN,42 OG,N-BND,,,,,4,4,O,ZONE,,N-BND,3,1,TOUCHDOWN,1,1,10,3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,01:45,,'-36,,,,,,,3-0-1-1,11,64
217,"2504 Oklahoma State D vs Baylor , Play 008",FIST,,0,,ODD,32 WK,LB BOSS,,,,,3,3 BUZZ FLD,C,ZONE,,,3,2,TOUCHDOWN,1,2,7,6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,01:20,,'-39,,,,,,,3-0-1-1,11,61
218,"2504 Oklahoma State D vs Baylor , Play 009",TOP,,0,,ODD,51 MU,N-SHADE,,,FIRE,M-FIRE,1,BL 1,C,MAN,,,3,3,TOUCHDOWN,1,3,1,0,L,,,,,,,,,NEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,OKST D03 DPI; (D) OKST D99 DOF; (D) OKST D96 DOF,,0,,INCOMPLETE,,,,00:52,,'-45,,,,,,,3-0-1-1,11,55
219,"2504 Oklahoma State D vs Baylor , Play 010",DUO,,0,,EVEN,42 OG,,,,,,4,4 SW,O,ZONE,,,3,4,TOUCHDOWN,1,1,10,9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,00:46,,'+40,,,,,,,3-0-1-1,11,40
220,"2504 Oklahoma State D vs Baylor , Play 011",BIN DUO FIB,,0,,EVEN,42 OG,,,,,,6,6,O,ZONE,CLD,,3,5,TOUCHDOWN,1,2,1,0,C,,,,,,,,,MISSILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,OKST D11 DPI,,0,,INCOMPLETE,,,,00:10,,'+31,,,,,,,3-0-1-1,11,31
221,"2504 Oklahoma State D vs Baylor , Play 012",BIN TOP FIB,,0,,EVEN,42 UG,E-WIDE 9,,,FIRE,N-FIRE,3,BZ 3 BND,C,ZONE,,,3,6,TOUCHDOWN,1,1,10,'-4,C,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,1,,,,,,00:04,,'+15,,,,,,,2-0-1-2,12,15
222,"2504 Oklahoma State D vs Baylor , Play 013",STACK DICE,,0,,EVEN,41 UG,W-APEX,T/J,,,,4,4 BKT,O,ZONE,,,3,7,TOUCHDOWN,2,2,14,19,R,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,15:00,,'+19,,,,,,,3-0-1-1,11,19
223,"2504 Oklahoma State D vs Baylor , Play 014",SPLIT FIB,,1,,ODD,32 WK,LB BOW,,,,,4,4,O,ZONE,,,4,1,TOUCHDOWN,2,1,10,4,R,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,11:25,,'-22,,,,,,,3-0-1-1,11,78
224,"2504 Oklahoma State D vs Baylor , Play 015",DUO,,0,,ODD,32 WK,,,,,,4,4 SW,O,ZONE,,,4,2,TOUCHDOWN,2,2,6,15,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,10:56,,'-26,,,,,,,3-0-1-1,11,74
225,"2504 Oklahoma State D vs Baylor , Play 016",FIST,,0,,ODD,32 WK,LB BOSS,,,,,4,4 SPEC,O,ZONE,,,4,3,TOUCHDOWN,2,1,10,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,10:30,,'-41,,,,,,,3-0-1-1,11,59
226,"2504 Oklahoma State D vs Baylor , Play 017",BIN DUO,,0,,ODD,32 WK,,,,,,3,3 BND,C,ZONE,,,4,4,TOUCHDOWN,2,2,6,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,10:01,,'-45,,,,,,,3-0-1-1,11,55
227,"2504 Oklahoma State D vs Baylor , Play 018",DICE,,0,,ODD,32 STR,"T/E-5, DBL MUG, T-DROP",W-PIRATE,,CHG,"M,+B",1,BL 1,C,MAN,,,4,5,TOUCHDOWN,2,3,6,49,C,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,09:57,,'-45,,,,,,,3-0-1-1,11,55
228,"2504 Oklahoma State D vs Baylor , Play 019",TRIO,,0,,EVEN,42 EAGLE UN,,,,,,0,0 FUN,O,MAN,,,4,6,TOUCHDOWN,2,1,6,6,L,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,12 Men,,,(D) ILS,,0,,COMPLETE,,,,09:12,,'+6,,,,,,,2-0-1-2,12,6
229,"2504 Oklahoma State D vs Baylor , Play 020",FIST,,0,,ODD,32 WK,LB BOSS,,,,,4,4 STUD,O,ZONE,,STUD,5,1,PUNT,2,1,10,14,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,08:08,,'-12,,,,,,,3-0-1-1,11,88
230,"2504 Oklahoma State D vs Baylor , Play 021",DUO,,0,,ODD,32 WK,,,,,,4,4 SW,O,ZONE,,,5,2,PUNT,2,1,10,2,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,07:46,,'-26,,,,,,,3-0-1-1,11,74
231,"2504 Oklahoma State D vs Baylor , Play 022",TRIO FIB,,1,,EVEN,42 OG,"LB BOW, N-BND",,,,,4,4,O,ZONE,,N-BND,5,3,PUNT,2,2,8,0,R,,,,,,,,,ZIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,07:07,,'-28,,,,,,,3-0-1-1,11,72
232,"2504 Oklahoma State D vs Baylor , Play 023",DUO FIB,,0,,ODD,32 STR,N-BND,,,,,2,2 CUT,O,ZONE,,DBL SINGLE,5,4,PUNT,2,3,8,0,R,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,07:02,,'-28,,,,,,,3-0-1-1,11,72
233,"2504 Oklahoma State D vs Baylor , Play 024",BIN TRIO,,0,,EVEN,42 OG,LB BOSS,,,,,4,4,O,ZONE,,,6,1,TOUCHDOWN,2,1,10,6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,06:01,,'-44,,,,,,,3-0-1-1,11,56
234,"2504 Oklahoma State D vs Baylor , Play 025",TOP,,0,,ODD,32 WK,M-MUG,T/N,,CHG,M+B,3,3 FLD CHG,C,ZONE,,,6,2,TOUCHDOWN,2,2,4,5,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,05:33,,'+50,,,,,,,3-0-1-1,11,50
235,"2504 Oklahoma State D vs Baylor , Play 026",DUO FIB,,1,,ODD,32 STR,N-BND,,,,,4,4,O,ZONE,,N-BND,6,3,TOUCHDOWN,2,1,10,0,L,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,05:12,,'+45,,,,,,,3-0-1-1,11,45
236,"2504 Oklahoma State D vs Baylor , Play 027",TRIO,,1,,ODD,32 WK,LB BOSS,,,,,3,3 BND,C,ZONE,,,6,4,TOUCHDOWN,2,2,10,'-1,L,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,OKST D71 ILHd,,0,,,,,,05:05,,'+45,,,,,,,3-0-1-1,11,45
237,"2504 Oklahoma State D vs Baylor , Play 028",DUO,,0,,ODD,32 WK,,,,,,4,4 SW,O,ZONE,,,6,5,TOUCHDOWN,2,1,10,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,04:53,,'+30,,,,,,,3-0-1-1,11,30
238,"2504 Oklahoma State D vs Baylor , Play 029",SPLIT FIB,,0,,EVEN,42 OG,LB BOW,,,,,2,2 TAMPA,O,ZONE,CLD,,6,6,TOUCHDOWN,2,2,6,16,L,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,04:12,,'+26,,,,,,,3-0-1-1,11,26
239,"2504 Oklahoma State D vs Baylor , Play 030",DUO,,0,,EVEN,42 OG,,,,,,4,4 BKT,O,ZONE,,,6,7,TOUCHDOWN,2,1,10,10,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,03:45,,'+10,,,,,,,3-0-1-1,11,10
240,"2504 Oklahoma State D vs Baylor , Play 031",TOP,,0,,EVEN,41 OG,M-APEX,J/N,,,,4,4 SPEC,O,ZONE,,,7,1,MISSED FG,2,1,10,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,01:02,,'-25,,,,,,,3-0-1-1,11,75
241,"2504 Oklahoma State D vs Baylor , Play 032",BASH TRIO,,0,,EVEN,42 UG,LB BOSS,E/N,T/J,,,4,4,O,ZONE,,BOX,7,2,MISSED FG,2,2,10,5,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,RUN,,,,00:56,,'-25,,,,,,,3-0-1-1,11,75
242,"2504 Oklahoma State D vs Baylor , Play 033",SPLIT FIB,,0,,ODD,32 WK,"E/J-5, DBL MUG, W/J-DROP",M/E,,CHG,M+B,1,1 FUN,C,MAN,,,7,3,MISSED FG,2,3,5,7,R,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,00:47,,'-30,,,,,,,3-0-1-1,11,70
243,"2504 Oklahoma State D vs Baylor , Play 034",DICE,,0,,EVEN,41 HEADS,W-APEX,J/T,,,,4,4 BKT,O,ZONE,,,7,4,MISSED FG,2,1,10,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,00:34,,'-37,,,,,,,3-0-1-1,11,63
244,"2504 Oklahoma State D vs Baylor , Play 035",DICE,,0,,ODD,31 WK,W-APEX,,,FIRE,W-FIRE,4,4 SW,O,ZONE,,,7,5,MISSED FG,2,1,10,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,00:21,,'+46,,,,,,,3-0-1-1,11,46
245,"2504 Oklahoma State D vs Baylor , Play 036",DICE,,0,,ODD,31 WDE,"W-APEX, E-DROP, M-GREENDOG",,,CHG,M-B,2,P 2 MAN,O,MAN,,3$,7,6,MISSED FG,2,1,10,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIME,2-3-6,,,,,0,,INCOMPLETE,,,,00:10,,'+35,,,,,,,3-0-1-1,11,35
246,"2504 Oklahoma State D vs Baylor , Play 037",BIN TRIO,,0,,EVEN,42 UG,LB BOSS,,,FIRE,CAT,3,BZ 3 BND,C,ZONE,,,8,1,TOUCHDOWN,3,1,10,2,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,14:55,,'-14,,,,,,,3-0-1-1,11,86
247,"2504 Oklahoma State D vs Baylor , Play 038",BASH TRIO,,0,,EVEN,42 OG,,,,,,4,4 BKT,O,ZONE,,,8,2,TOUCHDOWN,3,2,8,11,R,,,,,,,,,MISSILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,(D) OKST D03 DH,,0,,COMPLETE,,,,14:41,,'-16,,,,,,,3-0-1-1,11,84
248,"2504 Oklahoma State D vs Baylor , Play 039",TOP,,0,,ODD,32 WK,"LB BOSS, J-DROP",T/N,,CHG,M+B,3,3 FLD CHG,C,ZONE,,,8,3,TOUCHDOWN,3,1,10,73,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,14:21,,'-27,,,,,,,3-0-1-1,11,73
249,"2504 Oklahoma State D vs Baylor , Play 040",DICE,,0,,ODD,32 WK,,,,,,3,3 BND,C,ZONE,,,9,1,FUMBLE,3,1,10,36,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,TXBA 22,,,,0,,COMPLETE,,,,13:20,,'-21,,,,,,,3-0-1-1,11,79
250,"2504 Oklahoma State D vs Baylor , Play 041",DUO,,0,,EVEN,42 UG,,,,FIRE,W-FIRE,3,BZ 3 BND,C,ZONE,,,10,1,PUNT,3,1,10,9,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,12:01,,'-8,,,,,,,3-0-1-1,11,92
251,"2504 Oklahoma State D vs Baylor , Play 042",OFF FIST,,0,,ODD,31 WK,M-APEX,,,,,4,4 SPEC,O,ZONE,,,10,2,PUNT,3,2,1,3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,11:38,,'-17,,,,,,,3-0-1-1,11,83
252,"2504 Oklahoma State D vs Baylor , Play 043",TOP FIB,,0,,ODD,32 STR,"N-BND, LB BOW",,,,,4,4,O,ZONE,,N-BND,10,3,PUNT,3,1,10,0,R,,,,,,,,,FLARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,11:07,,'-20,,,,,,,3-0-1-1,11,80
253,"2504 Oklahoma State D vs Baylor , Play 044",TOP,,0,,EVEN,41 UG,M-APEX,,,,,3,3 BND,C,ZONE,,,10,4,PUNT,3,2,10,1,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,11:01,,'-20,,,,,,,3-0-1-1,11,80
254,"2504 Oklahoma State D vs Baylor , Play 045",BASH TRIO,,0,,ODD,32 WK,"E/T-5, DBL MUG, NUW",,,FIRE,N-FIRE,1,BL 1,C,MAN,,,10,5,PUNT,3,3,9,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,10:23,,'-21,,,,,,,3-0-1-1,11,79
255,"2504 Oklahoma State D vs Baylor , Play 046",DICE,,0,,ODD,32 WK,,T/J,,,,3,3 BND,C,ZONE,,,11,1,DOWNS,3,1,10,14,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,09:00,,'-36,,,,,,,3-0-1-1,11,64
256,"2504 Oklahoma State D vs Baylor , Play 047",TOP,,0,,EVEN,41 OG,M-APEX,,,,,4,4 SPEC,O,ZONE,,,11,2,DOWNS,3,1,10,4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,08:43,,'+50,,,,,,,3-0-1-1,11,50
