#,Name,Formation,Unbalanced,FIB,FrntGen,Front Family,Front,Front Adjustment,Stunt 1,Stunt 2,Blitz Family,Blitz,COV FAM,Coverage,Open/Closed,MAN/ZONE,Cov Type,Coverage Adjustment,Drive #,Drive Play #,pff_DRIVEENDEVENT,Quarter,Down,Distance,pff_GAINLOSS,pff_HASH,2M/4M,R/P,pff_PASSRESULT,Personnel,Form Adj Bunch,Form Adj Stack,Form Adj Reduce,Form Adj Slot,Motion 1,Motion 2,Shift O,Protection,Play,Tempo,Code Word,Cadence,DP,DPG,TD Comments 1,TD Comments 2,P Coverage,Pressure Y/N,# Rushers,Pressure Comments,GA Comments 1,GA Comments 2,GA Comments 3,GA Comments 4,Formation Family,Backfield Set,Y Open/Close,Run Family,Run Concept,PROTSTYLE,Play Family,Pass Concept,Pass Concept 1,Final Form,pff_DEFPACKAGE,pff_DEFPERSONNEL,pff_FUMBLE,pff_INTERCEPTION,pff_PENALTY,pff_SNAPTIME,pff_TRICKPLAY,Explosive,Pass Result,Target #,Form Adj Y,Empty,pff_CLOCK,Yards To GL,Field Position,Signal 1,Signal 2,Signal 3,After Big Play,2 Minute,4 Minute,pff_OFFPERSONNEL,pff_OFFPERSONNELGROUP,pff_YARDSTOGOALLINE
50,"2501 Oklahoma State D vs UT Martin, Play 007",DICE,,0,,EVEN,41 WDE,M-MUG J-DROP,,,CHG,N+B,3,3 FLD CHG,C,ZONE,,,1,7,PUNT,1,3,8,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,HIT AS THREW,,,,07:46,,'+42,,,,,,,3-0-1-1,11,42
51,"2501 Oklahoma State D vs UT Martin, Play 051",DICE,,0,,EVEN,42 WDE,,,,CHG,GUT,1,BL 1 CHG,C,MAN,,,8,12,INTERCEPTION,4,3,4,0,R,,,,,,,,,ZIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,OKST D10,,,0,,INTERCEPTION,,,,14:15,,'+26,,,,,,,3-0-1-1,11,26
52,"2501 Oklahoma State D vs UT Martin, Play 002",BIN TRIO FIB,,1,,EVEN,42 EAGLE OV G,,,,,,4,4,O,ZONE,,,1,2,PUNT,1,1,10,2,R,,,,,,,,,MISSILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE,4-3-4,,,,,0,,,,,,10:59,,'-46,,,,,,,2-0-1-2,12,54
53,"2501 Oklahoma State D vs UT Martin, Play 025",BIN TRIO FIB,,0,,EVEN,42 UG,,,,,,3,3 FLD,C,ZONE,,N-BND,6,1,PUNT,2,1,10,12,R,,,,,,,,,MISSILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,02:43,,'-25,,,,,,,2-0-1-2,12,75
54,"2501 Oklahoma State D vs UT Martin, Play 045",BIN TRIO,,0,,EVEN,42 OV SOLID,,,,FIRE,W-B,1,BL 1,C,MAN,,,8,6,INTERCEPTION,3,3,2,6,C,,,,,,,,,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE,4-3-4,,,,,0,,,,,,03:06,,'+48,,,,,,,2-0-1-2,12,48
55,"2501 Oklahoma State D vs UT Martin, Play 017",BIN DUO FIB,,0,,EVEN,42 UG,,,,,,3,3 FLD,C,ZONE,,N-BND,4,2,PUNT,2,2,10,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,13:00,,'-8,,,,,,,3-0-1-1,11,92
56,"2501 Oklahoma State D vs UT Martin, Play 023",BIN DUO,,0,,EVEN,42 OG,LB BUMP ON MO,,,,,3,3 BND,C,ZONE,,MATCH,5,2,PUNT,2,2,9,4,R,,,,,,,,,MISSILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,08:13,,'-16,,,,,,,3-0-1-1,11,84
57,"2501 Oklahoma State D vs UT Martin, Play 006",BIN DICE,,0,,EVEN,42 OG,W-ZERO,,,,,3,3 BND,C,ZONE,,MATCH AWAY FROM RB,1,6,PUNT,1,2,7,'-1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,SACK,,,,08:30,,'+41,,,,,,,4-0-1-0,10,41
58,"2501 Oklahoma State D vs UT Martin, Play 015",BASH TOP,,0,,EVEN,41 WDE,LB BOSS,,,,,4,4 SPEC,O,ZONE,,D-R,3,4,PUNT,1,3,8,'-6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,SACK,,,,00:45,,'-47,,,,,,,3-0-1-1,11,53
59,"2501 Oklahoma State D vs UT Martin, Play 042",BASH TOP,,0,,EVEN,42 UG,J-DROP,M/E,,CHG,M+B,1,BL 1 CHG,C,MAN,,,8,3,INTERCEPTION,3,3,8,17,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,COMPLETE,,,,04:03,,'-27,,,,,,,3-0-1-1,11,73
60,"2501 Oklahoma State D vs UT Martin, Play 011",BASH DICE,,0,,EVEN,41 UG,W-BUMPED,,,,,4,4,O,ZONE,,,2,4,TOUCHDOWN,1,2,1,39,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,1,,COMPLETE,,,,02:23,,'+39,,,,,,,3-0-1-1,11,39
61,"2502 Oklahoma State D @ Oregon , Play 001",BIN TRIPS,,0,,ODD,51 WUW,N-SHADE,,,,,4,4,O,ZONE,,,1,1,TOUCHDOWN,1,1,10,6,R,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,15:00,,'-35,,,,,,,2-0-1-2,12,65
62,"2502 Oklahoma State D @ Oregon , Play 002",OFF FIST,,0,,EVEN,41 UG,M-APEX,,,,,4,4 SPEC,O,ZONE,,,1,2,TOUCHDOWN,1,2,4,59,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,14:30,,'-41,,,,,,,2-0-2-1,21,59
63,"2502 Oklahoma State D @ Oregon , Play 003",BIN TRIO,,0,,ODD,32 WK,J-DROP,E/N,,CHG,W-A,3,3 BUZZ FLD CHG,C,ZONE,,,2,1,TOUCHDOWN,1,1,10,65,R,,,,,,,,,FLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,13:36,,'-35,,,,,,,3-0-1-1,11,65
64,"2502 Oklahoma State D @ Oregon , Play 004",FLEX,,0,,ODD,51 WUW,N-SHADE,,,,,3,3 BUZZ FLD,C,ZONE,,,3,1,DOWNS,1,1,10,12,L,,,,,,,,,FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,11:19,,'-27,,,,,,,3-0-1-1,11,73
65,"2502 Oklahoma State D @ Oregon , Play 005",FIST,,0,,EVEN,42 UG,,,,,,3,3 BUZZ FLD,C,ZONE,,,3,2,DOWNS,1,1,10,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,10:47,,'-39,,,,,,,3-0-1-1,11,61
66,"2502 Oklahoma State D @ Oregon , Play 006",BIN TRIO FIB,,1,,ODD,51 WUW,,,,,,3,3 BND,C,ZONE,,,3,3,DOWNS,1,1,10,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,ORUN 09 OH,,0,,COMPLETE,,,,10:16,,'+50,,,,,,,2-0-1-2,12,50
67,"2502 Oklahoma State D @ Oregon , Play 007",BIN DICE,,0,,EVEN,42 OG,LB BOSS,,,FIRE,M-FIRE,1,BL 1,C,MAN,,,3,4,DOWNS,1,1,15,1,L,,,,,,,,,MISSILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,09:50,,'-45,,,,,,,2-0-2-1,21,55
68,"2502 Oklahoma State D @ Oregon , Play 008",DICE,,0,,ODD,32 WK,LB BOW,,,FIRE,W-FIRE,1,BL 1,C,MAN,,,3,5,DOWNS,1,2,14,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,09:14,,'-46,,,,,,,2-0-1-2,12,54
69,"2502 Oklahoma State D @ Oregon , Play 009",DICE,,0,,EVEN,42 FLD KNC,,,,,,6,6,O,ZONE,,,3,6,DOWNS,1,3,14,10,R,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,COMPLETE,,,,09:09,,'-46,,,,,,,3-0-1-1,11,54
70,"2502 Oklahoma State D @ Oregon , Play 010",BIN TRIO FIB,,0,,ODD,32 WK WDE,"M/W MUG, J-DROP",,,CHG,M+B,1,BL 1 CHG,C,MAN,,,3,7,DOWNS,1,4,4,0,L,,,,,,,,,MISSILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,INCOMPLETE,,,,08:32,,'+44,,,,,,,3-0-1-1,11,44
71,"2502 Oklahoma State D @ Oregon , Play 011",SPLIT FIB,,1,,EVEN,42 UG,,,,,,4,4 BKT,O,ZONE,,N-BND,4,1,TOUCHDOWN,1,1,10,9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,07:15,,'-20,,,,,,,2-0-2-1,21,80
72,"2502 Oklahoma State D @ Oregon , Play 012",NO PLAY,,0,,,,,,,,,,,,,,,4,2,TOUCHDOWN,1,2,1,0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,ORUN 03 FST,,0,,,,,,06:42,,'-29,,,,,,,2-0-1-2,12,71
73,"2502 Oklahoma State D @ Oregon , Play 013",DICE,,0,,EVEN,42 HEADS,,,,,,4,4,O,ZONE,,,4,3,TOUCHDOWN,1,2,6,53,L,,,,,,,,,NEAR,NEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,06:24,,'-24,,,,,,,2-0-1-2,12,76
74,"2502 Oklahoma State D @ Oregon , Play 014",STACK DICE,,0,,ODD,31 STR,N-SHADE,,,,,3,3 BUZZ BND,C,ZONE,,,4,4,TOUCHDOWN,1,1,10,4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,05:55,,'+23,,,,,,,2-0-1-2,12,23
75,"2502 Oklahoma State D @ Oregon , Play 015",BIN DICE,,0,,EVEN,42 OG,,,,FIRE,N-FIRE,3,BZ 3 FLD,C,ZONE,,,4,5,TOUCHDOWN,1,2,6,19,L,,,,,,,,,FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,1,,,,,,05:12,,'+19,,,,,,,3-0-1-1,11,19
76,"2502 Oklahoma State D @ Oregon , Play 016",MT BIN FLUTE,,0,,EVEN,42 UG,,,,,,7,RED 7,O,ZONE,,,,,,1,0,0,3,C,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,ISH,,0,,COMPLETE,,,,05:04,,'+3,,,,,,,3-0-1-1,11,3
77,"2502 Oklahoma State D @ Oregon , Play 017",DOUBLE,,0,,EVEN,42 OG,,,,,,4,4,O,ZONE,,,5,1,TOUCHDOWN,2,1,10,0,C,,,,,,,,,NEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,ORUN 02 FST,,0,,,,,,12:08,,'-25,,,,,,,3-0-1-1,11,75
78,"2502 Oklahoma State D @ Oregon , Play 018",XTRA TRIO,,0,,EVEN,42 OG,,,,,,3,3 BUZZ FLD,C,ZONE,,,5,2,TOUCHDOWN,2,1,15,26,C,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,12:08,,'-20,,,,,,,3-0-1-1,11,80
79,"2502 Oklahoma State D @ Oregon , Play 019",BIN TRIO,,0,,EVEN,42 UG,LB BOSS,,,FIRE,CAT,3,BZ 3 BND,C,ZONE,,,5,3,TOUCHDOWN,2,1,10,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,11:46,,'-46,,,,,,,3-0-1-1,11,54
80,"2502 Oklahoma State D @ Oregon , Play 020",XTRA TRIPS,,0,,EVEN,42 OG,,,,FIRE,F$-FIRE,1,BL 1,C,MAN,,,5,4,TOUCHDOWN,2,2,8,5,C,,,,,,,,,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,11:05,,'-48,,,,,,,2-0-2-1,21,52
81,"2502 Oklahoma State D @ Oregon , Play 021",TOP,,0,,ODD,50-MU,E-DROP,,,FIRE,W-FIRE,1,BL 1,C,MAN,,,5,5,TOUCHDOWN,2,3,3,5,L,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,,,,,10:24,,'+47,,,,,,,3-0-1-1,11,47
82,"2502 Oklahoma State D @ Oregon , Play 022",BIN DUO,,0,,EVEN,42 OG,LB BOSS,,,,,3,3 BND,C,ZONE,,,5,6,TOUCHDOWN,2,1,10,42,C,,,,,,,,,MISSILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,09:45,,'+42,,,,,,,3-0-1-1,11,42
83,"2502 Oklahoma State D @ Oregon , Play 023",DOUBLE FIB,,1,,ODD,32 WK,J-DROP,,,CHG,W-A,3,3 BUZZ FLD CHG,C,ZONE,,,6,1,TOUCHDOWN,2,1,10,28,R,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,1,,COMPLETE,,,,07:52,,'-37,,,,,,,3-0-1-1,11,63
84,"2502 Oklahoma State D @ Oregon , Play 024",FIST,,0,,EVEN,41 UG,,,,,,4,4 SPEC,O,ZONE,,,6,2,TOUCHDOWN,2,1,10,7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,07:14,,'+35,,,,,,,3-0-1-1,11,35
85,"2502 Oklahoma State D @ Oregon , Play 025",MT,,0,,EVEN,41 OG,W-MUG,W/N,,HOT,SPL,0,BL 0,O,MAN,,,6,3,TOUCHDOWN,2,2,3,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,THROWN AWAY,,,,06:44,,'+28,,,,,,,3-0-1-1,11,28
86,"2502 Oklahoma State D @ Oregon , Play 026",FLUTE,,0,,EVEN,42 OG,,,,FIRE,N-FIRE,3,BZ 3 FLD,C,ZONE,,,6,4,TOUCHDOWN,2,3,3,3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,1,,,,,,06:38,,'+28,,,,,,,1-0-1-3,13,28
87,"2502 Oklahoma State D @ Oregon , Play 027",TRIPS FIB,,0,,ODD,32 WK,J-DROP,T/N,,CHG,M+B,3,3 BUZZ FLD CHG,C,ZONE,,,6,5,TOUCHDOWN,2,1,10,25,R,,,,,,,,,TRAVEL,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,05:55,,'+25,,,,,,,2-0-1-2,12,25
88,"2502 Oklahoma State D @ Oregon , Play 028",OFF FIST,,0,,EVEN,42 HEADS,LB BOSS,,,,,3,3 BND,C,ZONE,,,7,1,TOUCHDOWN,2,1,10,0,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,04:20,,'-24,,,,,,,2-0-2-1,21,76
89,"2502 Oklahoma State D @ Oregon , Play 029",MT,,0,,EVEN,41 UG,M-APEX W-FLD,E/N,T/J,,,4,4 SPEC,O,ZONE,,,7,2,TOUCHDOWN,2,2,10,9,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,03:50,,'-24,,,,,,,3-0-1-1,11,76
90,"2502 Oklahoma State D @ Oregon , Play 030",HEAVY,,0,,EVEN,61 GAPS,,,,,,1,BL 1,C,MAN,,,7,3,TOUCHDOWN,2,3,1,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,03:31,,'-33,,,,,,,3-0-1-1,11,67
91,"2502 Oklahoma State D @ Oregon , Play 031",DOUBLE,,0,,ODD,51 MU,,T/N,,,,3,3 BUZZ FLD,C,ZONE,,,7,4,TOUCHDOWN,2,1,10,6,C,,,,,,,,,FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,02:50,,'-34,,,,,,,3-0-1-1,11,66
92,"2502 Oklahoma State D @ Oregon , Play 032",DUO,,0,,EVEN,42 UG,,,,FIRE,CAT,3,BZ 3 BND,C,ZONE,,,7,5,TOUCHDOWN,2,2,4,6,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,02:12,,'-40,,,,,,,3-0-1-1,11,60
93,"2502 Oklahoma State D @ Oregon , Play 033",TWINS,,0,,EVEN,42 UG,,,,,,3,3 BUZZ FLD,C,ZONE,,,7,6,TOUCHDOWN,2,1,10,25,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,02:00,,'-46,,,,,,,3-0-1-1,11,54
94,"2502 Oklahoma State D @ Oregon , Play 034",STACK DICE,,0,,EVEN,41 UG,W-APEX,E/N,T/J,,,4,4,O,ZONE,,,7,7,TOUCHDOWN,2,1,10,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,01:45,,'+29,,,,,,,3-0-1-1,11,29
95,"2502 Oklahoma State D @ Oregon , Play 035",TOP,,0,,EVEN,41 OG,M-APEX,T/E,J/N,,,4,4 SPEC,O,ZONE,,,7,8,TOUCHDOWN,2,2,10,'-1,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,01:39,,'+29,,,,,,,3-0-1-1,11,29
96,"2502 Oklahoma State D @ Oregon , Play 036",DICE,,0,,ODD,32 WDE,J-DROP,,,CHG,STEELER-SPL,2,2 CUT CHG,O,ZONE,,,7,9,TOUCHDOWN,2,3,11,8,R,,,,,,,,,FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,,,,,01:02,,'+30,,,,,,,3-0-1-1,11,30
97,"2502 Oklahoma State D @ Oregon , Play 037",SPLIT FIB,,0,,EVEN,41 HEADS,WUW,,,FIRE,W-FIRE,1,BL 1,C,MAN,,,7,10,TOUCHDOWN,2,4,3,7,R,,,,,,,,,FLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,COMPLETE,,,,00:35,,'+22,,,,,,,3-0-1-1,11,22
98,"2502 Oklahoma State D @ Oregon , Play 038",BASH FIST,,0,,EVEN,42 UG,,,,,,4,4,O,ZONE,,SW BKT,7,11,TOUCHDOWN,2,1,10,10,R,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,RUN,,,,00:31,,'+15,,,,,,,3-0-1-1,11,15
99,"2502 Oklahoma State D @ Oregon , Play 039",TWINS FIB,,1,,EVEN,42 UG,,,,HOT,HOUSE,0,BL 0,O,MAN,,,7,12,TOUCHDOWN,2,1,5,5,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,00:16,,'+5,,,,,,,3-0-1-1,11,5
100,"2502 Oklahoma State D @ Oregon , Play 040",FIST,,0,,ODD,32 WK,,,,,,4,4,O,ZONE,,,8,1,TOUCHDOWN,3,1,10,3,L,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,13:40,,'-37,,,,,,,3-0-1-1,11,63
101,"2502 Oklahoma State D @ Oregon , Play 041",BIN DICE,,0,,EVEN,41 OG,"W-APEX, E-DROP",,,CHG,W-FIRE,1,BL 1 CHG,C,MAN,,,8,2,TOUCHDOWN,3,2,7,6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,13:08,,'-40,,,,,,,3-0-1-1,11,60
102,"2502 Oklahoma State D @ Oregon , Play 042",BIN TRIO,,0,,EVEN,41 HEADS,WUW,,,HOT,HOUSE,1,BL 1,C,MAN,,,8,3,TOUCHDOWN,3,3,1,3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,12:56,,'-46,,,,,,,3-0-1-1,11,54
103,"2502 Oklahoma State D @ Oregon , Play 043",BIN DICE,,0,,ODD,51 WU,,,,,,1,1 FUN,C,MAN,,,8,4,TOUCHDOWN,3,1,10,0,L,,,,,,,,,NEAR,NEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,12:16,,'-49,,,,,,,2-0-1-2,12,51
104,"2502 Oklahoma State D @ Oregon , Play 044",TRIPS,,1,,ODD,51 WU,N-SHADE,,,,,3,3 BND,C,ZONE,,,8,5,TOUCHDOWN,3,2,10,1,L,,,,,,,,,FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,12:11,,'-49,,,,,,,2-0-1-2,12,51
105,"2502 Oklahoma State D @ Oregon , Play 045",TOP,,0,,EVEN,41 WDE,,E/N,J/T,,,6,6 SPEC,O,ZONE,,,8,6,TOUCHDOWN,3,3,9,14,L,,,,,,,,,ZIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,COMPLETE,,,,11:35,,'+50,,,,,,,3-0-1-1,11,50
106,"2502 Oklahoma State D @ Oregon , Play 046",TRIO FIB,,1,,ODD,31 WK,W-APEX,,,,,3,3 BUZZ BND,C,ZONE,,,8,7,TOUCHDOWN,3,1,10,17,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,11:15,,'+36,,,,,,,3-0-1-1,11,36
107,"2502 Oklahoma State D @ Oregon , Play 047",TACKLE OVER,,0,,EVEN NC,NC 42 HEADS,,,,,,3,3 BND,C,ZONE,,,8,8,TOUCHDOWN,3,1,10,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,1,,,,,,10:31,,'+19,,,,,,,3-0-1-1,11,19
108,"2502 Oklahoma State D @ Oregon , Play 048",SPOON,,0,,EVEN,42 UG,,,,FIRE,CAT,3,BZ 3 BND,C,ZONE,,,8,9,TOUCHDOWN,3,2,6,4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,09:53,,'+15,,,,,,,2-0-2-1,21,15
109,"2502 Oklahoma State D @ Oregon , Play 049",BIN DEUCE,,0,,ODD,52,,,,,,1,BL 1,C,MAN,,,8,10,TOUCHDOWN,3,3,2,11,R,,,,,,,,,MISSILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE,4-3-4,,,(D) OKST D05 DH,,0,,COMPLETE,,,,09:26,,'+11,,,,,,,2-0-1-2,12,11
110,"2502 Oklahoma State D @ Oregon , Play 050",SPLIT FIB,,1,,EVEN,42 HEADS,,,,,,3,3 FLD,C,ZONE,,N-BND,9,1,MISSED FG,3,1,10,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,OKST D10 DH,,0,,INCOMPLETE,,,,07:16,,'-46,,,,,,,2-0-2-1,21,54
111,"2502 Oklahoma State D @ Oregon , Play 051",FIST,,0,,EVEN,42 UG,,,,,,3,3 BND,C,ZONE,,,9,2,MISSED FG,3,1,10,5,R,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,07:11,,'+44,,,,,,,2-0-2-1,21,44
112,"2502 Oklahoma State D @ Oregon , Play 052",SPLIT FIB,,1,,NO PLAY,,,,,,,,,,,,,9,3,MISSED FG,3,2,5,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,ORUN 71 FST,,0,,,,,,06:40,,'+39,,,,,,,2-0-2-1,21,39
113,"2502 Oklahoma State D @ Oregon , Play 053",TOP,,0,,EVEN,41 WDE,MUW,N/E,T/J,FIRE,M-FIRE,1,BL 1,C,MAN,,,9,4,MISSED FG,3,2,10,2,R,,,,,,,,,FLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,06:23,,'+44,,,,,,,3-0-1-1,11,44
114,"2502 Oklahoma State D @ Oregon , Play 054",DICE,,0,,EVEN,41 WDE,"M-APEX , W-ZERO, J-DROP",,,CHG,W+A,3,3 BUZZ FLD CHG,C,ZONE,,,9,5,MISSED FG,3,3,8,3,C,,,,,,,,,BOUNCE,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,,,,,05:45,,'+42,,,,,,,3-0-1-1,11,42
115,"2502 Oklahoma State D @ Oregon , Play 055",BIN DICE,,0,,ODD,32 WK,,,,,,4,4,O,ZONE,,,10,1,TOUCHDOWN,3,1,10,2,C,,,,,,,,,NEAR,NEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,02:54,,'-45,,,,,,,2-0-1-2,12,55
116,"2502 Oklahoma State D @ Oregon , Play 056",XTRA BIN TRIO,,0,,EVEN,42 UG,LB BOSS,T/J,,,,4,4 SPEC,O,ZONE,,STUD,10,2,TOUCHDOWN,3,2,8,51,L,,,,,,,,,BURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,02:26,,'-47,,,,,,,3-0-1-1,11,53
117,"2502 Oklahoma State D @ Oregon , Play 057",XTRA STACK TWINS FIB,,1,,EVEN,61 GAPS,,,,,,0,BL 0,O,MAN,,,10,3,TOUCHDOWN,3,1,2,1,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,01:55,,'+2,,,,,,,3-0-1-1,11,2
